NO,FOOD_NAME,FOOD_TYPE,AMOUNT_PER_SERVINGS,UNIT,KCAL,PROTEIN,FAT,CARBOHYDRATE
25800,더맛있는치즈햄,프레스햄,200,g,395,34,23,13
25801,버섯소시지,어육소시지,200,g,280,15,13,25
25802,비엔나소시지,소시지,30,g,65,4,4.6,1
25803,야채맛땡땡,식육함유가공품,30,g,47,2,2.2,4
25804,토리토리맛바,어육소시지,90,g,240,13,18,6
25805,토리토리치즈맛바,어육소시지,90,g,250,14,19,6
25806,유기쌀로만든햇살밥,즉석조리식품,210,g,325,6,0.9,74
25807,간편곤드레나물밥,즉석조리식품,250,g,415,9,6,81
25808,감자전,즉석조리식품,100,g,150,3,4.1,26
25809,건강한장어탕,즉석조리식품,500,g,200,14,4.3,26
25810,구궁가마솥연잎찰밥,즉석조리식품,230,g,400,12,8,70
25811,녹두전,즉석조리식품,150,g,260,10,10,31
25812,닭곰탕,즉석조리식품,450,g,110,13,1.4,11
25813,동태전,즉석조리식품,100,g,160,14,8,8
25814,돼지갈비찜,즉석조리식품,500,g,830,61,47,42
25815,들깨버섯탕,즉석조리식품,500,g,280,14,1.3,53
25816,묵은지찌개,즉석조리식품,500,g,70,5,1.4,9
25817,미역국컵밥,즉석조리식품,192,g,300,6,2.3,65
25818,뼈없는감자탕,즉석조리식품,430,g,300,30,10,22
25819,삼계탕,즉석조리식품,1000,g,760,71,21,72
25820,새우볶음밥,즉석조리식품,210,g,325,13,4,59
25821,성게알미역국,즉석조리식품,430,g,90,6,2.8,10
25822,순대볶음,즉석조리식품,270,g,410,6,8,79
25823,시래기된장국,즉석조리식품,500,g,100,6,2.3,13
25824,온잡채,즉석조리식품,250,g,265,3,2.2,58
25825,우렁된장찌개,즉석조리식품,500,g,120,11,0.8,17
25826,육개장,즉석조리식품,500,g,250,25,8,19
25827,잡채볶음밥,즉석조리식품,250,g,360,7,3,76
25828,즉석우리팝콘,서류가공품,70,g,270,5,5,51
25829,짜장컵밥,즉석조리식품,310,g,360,8,2,78
25830,찜닭,즉석조리식품,500,g,690,54,27,58
25831,채소듬뿍짜장,즉석조리식품,220,g,270,6,10,39
25832,채소듬뿍카레(순한맛),즉석조리식품,220,g,170,8,3.9,26
25833,청국장찌개,즉석조리식품,500,g,240,23,3.7,30
25834,추어탕,즉석조리식품,500,g,195,14,5,24
25835,치킨데리야끼볶음밥,즉석조리식품,250,g,415,12,7,77
25836,카레컵밥,즉석조리식품,310,g,360,11,2.4,73
25837,콩비지찌개,즉석조리식품,430,g,640,16,9,18
25838,토리토리고추방울순대,즉석조리식품,180,g,280,7,7,47
25839,토리토리방울순대,즉석조리식품,180,g,310,4,10,51
25840,토리토리불곱창,즉석조리식품,100,g,190,14,8,16
25841,한우갈비탕,즉석조리식품,500,g,90,12,4.5,0
25842,한우고기곰탕,즉석조리식품,250,g,60,10,1.8,0.7
25843,한우사골곰탕,즉석조리식품,225,g,130,10,9,2
25844,한우사골곰탕*레토르트,즉석조리식품,500,g,145,11,10,3
25845,황태국컵밥,즉석조리식품,192,g,325,9,3.4,64
25846,황태탕,즉석조리식품,500,g,95,16,1.6,5
25847,고추참치,기타 수산물가공품,150,g,205,23,6,16
25848,통참치,기타 수산물가공품,150,g,270,29,16,3
25849,구운나쵸칩,스낵과자,40,g,175,3,3.6,33
25850,마늘빵,기타빵류,100,g,535,6,33,54
25851,미니찹쌀약과,한과류,100,g,490,6,25,60
25852,검은깨두부스낵,스낵과자,80,g,395,9,17,51
25853,검정깨스낵,스낵과자,65,g,275,5,6,51
25854,골목대장짱군,기타과자,100,g,500,6,23,67
25855,구운나쵸칩양파맛,스낵과자,40,g,180,3,4.8,31
25856,구운두부과자,기타과자,100,g,430,14,10,72
25857,꼬마링딸기당근,기타과자,30,g,120,2,1,25
25858,꼬마링브로콜리사과,기타과자,30,g,120,3,1.1,25
25859,꽃약과,한과류,30,g,145,2,8,18
25860,내이름은꼬마곰,기타과자,50,g,230,5,8,36
25861,눈꽃핀옥수수,기타과자,70,g,355,6,17,46
25862,눈꽃핀옥수수어니언맛,기타과자,60,g,310,4.6,17,35
25863,달콤한눈꽃핀옥수수,기타과자,60,g,310,3,16,39
25864,달콤한조청꽈배기,기타과자,150,g,750,10,36,97
25865,땅콩깨비,기타과자,85,g,380,8,13,57
25866,땅콩전병,한과류,95,g,415,9,9,74
25867,미니초코칩쿠키,쿠키,120,g,625,7,32,77
25868,바나나볼,기타과자,55,g,265,2,9,43
25869,백미뻥이요,기타과자,55,g,220,4,0.8,49
25870,버터롤쿠키(스탠드),쿠키,80,g,435,8,26,43
25871,삐약이계란과자,기타과자,37.5,g,185,4,8,24
25872,사르르콘스낵,스낵과자,48,g,295,2,22,24
25873,삼색방울유과,한과류,60,g,265,1,9,44
25874,쌀소라형과자,기타과자,150,g,710,8,26,111
25875,양파맛두부스낵,스낵과자,80,g,405,8,20,48
25876,오곡야채크래커,크래커,90,g,430,7,16,63
25877,오란다,한과류,85,g,375,5,11,65
25878,옥수수팝칩,스낵과자,28,g,110,2.5,0.6,24
25879,우리곡초코링,초콜릿가공품,50,g,205,3,3.1,42
25880,우리땅콘칩,스낵과자,30,g,150,2,7,21
25881,우리밀라면땅,기타과자,105,g,480,18,16,72
25882,우리밀라면땅떡볶이맛,기타과자,105,g,480,8,17,73
25883,우리밀로만든딸기웨하스,웨이퍼,80,g,395,4,17,56
25884,우리밀로만든와플,기타과자,21,g,105,2,4.7,14
25885,우리밀로만든웨하스,웨이퍼,80,g,420,6,23,48
25886,우리밀로만든초코웨하스,웨이퍼,80,g,405,8,20,98
25887,우리밀로만든코코아와플,기타과자,72,g,360,1,3.7,12
25888,우리밀로만든현미와플,기타과자,18,g,90,2,4.1,12
25889,우리밀보리건빵,기타과자,180,g,785,14,18,143
25890,우리밀약과,한과류,150,g,685,7,29,100
25891,우리밀참깨스틱,기타과자,30,g,150,3,6,19
25892,우리아이착한감자,기타과자,30,g,145,2,5.6,22
25893,우리아이착한새우,기타과자,30,g,140,2,4.7,22
25894,유기농땅콩쌀강정,한과류,120,g,505,8,10,96
25895,유기농미프레이크,기타과자,100,g,395,4,2.7,89
25896,유기농쌀강정,한과류,120,g,470,5,3.4,104
25897,유기농쌀로만든현미잠팝스,기타과자,70,g,265,5,2,57
25898,유기농쌀로만든현미팝스낵,스낵과자,80,g,310,6,2.1,66
25899,유기농쌀프레이크,기타과자,50,g,210,2,3.4,42
25900,레인보우믹스*120G*도울,기타과자,120,g,465,7,2.3,104
25901,유기농핑거스틱단호박,기타과자,40,g,150,3,0,33
25902,유기농핑거스틱자색고구마,기타과자,40,g,150,3,0.5,33
25903,유기농핑거스틱현미,기타과자,40,g,155,3,1.3,32
25904,유기농현미스낵,스낵과자,30,g,120,2,0.7,26
25905,인절미스낵,스낵과자,54,g,275,4,13,32
25906,쥬웨이라이스비스킷,비스킷,30,g,120,1.8,0.4,27
25907,쥬웨이라이스비스킷단호박,비스킷,30,g,120,1.7,0.5,27
25908,쥬웨이라이스비스킷바나나,비스킷,30,g,120,1.7,0.5,27
25909,쥬웨이라이스비스킷자색고구마,비스킷,30,g,120,1.8,0.5,27
25910,찹쌀유과,한과류,100,g,435,2,14,75
25911,초코칩쿠키(스탠드),쿠키,80,g,430,5,24,47
25912,초코쿠키(스탠드),쿠키,80,g,420,7,24,44
25913,초코크림파이,초콜릿가공품,34,g,165,2,9,18
25914,코코아스낵,스낵과자,70,g,285,5,3.8,57
25915,크런치초코,초콜릿가공품,60,g,310,4,17,35
25916,피넛오곡롤,기타과자,90,g,450,5,25,56
25917,현미뻥이요,기타과자,55,g,220,4,1.5,48
25918,호박고구마스틱,기타과자,67,g,300,2,10,50
25919,호박고구마칩,스낵과자,55,g,325,2,22,29
25920,흑임자전병,한과류,95,g,415,9,9,74
25921,단팥가득바,빙과,70,mL,100,2,1,21
25922,과자속아이스빈,아이스밀크,140,mL,205,4,7,32
25923,꼬마우산감귤,빙과,4,mL,12,0,0,3
25924,꼬마우산포도,빙과,4,mL,8,0,0,2
25925,눈꽃딸기샤베트,샤베트,80,mL,95,0.7,1.7,20
25926,딸기머거바,아이스밀크,80,mL,125,2,4.6,19
25927,리얼밀크바,아이스밀크,70,mL,110,3,3.7,16
25928,리얼밀크초콜릿바,아이스밀크,63,mL,110,2,6,12
25929,바닐라향아이스크림,아이스크림,100,mL,150,3,9,14
25930,스노우화이트,아이스밀크,120,mL,157,4,9,15
25931,아이콘아이스크림,아이스크림,160,mL,259,4,20,36
25932,얼음속에귤한쪽,빙과,130,mL,110,0,0,27
25933,얼음속에사과한쪽,빙과,130,mL,110,0,0,27
25934,얼음속에카카오한쪽,빙과,130,mL,175,2,6,29
25935,초코가득바,아이스크림,70,mL,115,2,5,15
25936,초코샤베트,샤베트,80,mL,85,2,1.3,16
25937,초코아이콘아이스크림,아이스크림,160,mL,285,5,13,38
25938,초콜릿아이스크림,아이스크림,100,mL,135,4,7,14
25939,커피가득바,아이스크림,70,mL,105,1,6,11
25940,파인애플청량바,빙과,65,mL,54,0.6,0,13
25941,씨쉘초콜릿(미니),초콜릿가공품,50,g,273,3,0,0
25942,씨쉘초콜릿(소),초콜릿가공품,50,g,273,3,0,0
25943,씨쉘초콜릿(중),초콜릿가공품,50,g,273,3,0,0
25944,씨쉘초콜릿(대),초콜릿가공품,50,g,273,3,0,0
25945,봉봉 오 쇼콜라(중),준초콜릿,27,g,150,2,0,0
25946,봉봉 오 쇼콜라(대),준초콜릿,27,g,150,2,0,0
25947,끼니반란(卵) 반숙란,알가열제품,94,g,120,12,0,0
25948,양송이 스프,즉석조리식품,180,g,245,3,0,0
25949,미네스트로네 스프,즉석조리식품,180,g,100,5,0,0
25950,콘 스프,즉석조리식품,180,g,100,2,0,0
25951,스모크드브랏(2개입),소시지,140,g,210,10,0,0
25952,컵스크림 딸기,아이스밀크,100,g,180,3,0,0
25953,밀크킹,어육소시지,60,g,130,5,0,0
25954,컵스크림 블루베리,아이스밀크,100,g,190,3,0,0
25955,프루티캔디(중),사탕,10,g,40,0,0,0
25956,컵스크림 쿠키&크림,아이스밀크,100,g,215,4,0,0
25957,치즈 디저트 아이스크림,아이스크림,125,g,320,7,0,0
25958,후르티아오젤리 포도,젤리,110,g,85,0,0,0
25959,블루베리 마카롱 아이스크림,아이스크림,90,g,265,6,0,0
25960,로투스 트윈팩,기타과자,25,g,120,1,0,0
25961,쿠키앤크림 마카롱 아이스크림,아이스크림,90,g,280,6,0,0
25962,후르티아오젤리 석류&알로에,젤리,110,g,85,0,0,0
25963,딸기요거트콘아이스크림,아이스크림,165,g,235,4,0,0
25964,후르티아오젤리 망고,젤리,110,g,75,0,0,0
25965,후르티아오젤리 오렌지,젤리,110,g,60,0,0,0
25966,바닐라맛아이스크림콘,아이스크림,150,g,303,6,0,0
25967,모찌 아이스크림,아이스크림,96,g,270,5,0,0
25968,팥모나카아이스크림,아이스크림,30,g,125,2,0,0
25969,녹차모나카아이스크림,아이스크림,30,g,100,2,0,0
25970,리얼 청포도 소르베바,아이스밀크,80,g,80,0,0,0
25971,리얼 블루베리요거트바,아이스밀크,80,g,140,3,0,0
25972,프루요 피치,젤리,15,g,38,0,0,0
25973,리얼망고소르베바,아이스밀크,80,g,70,0,0,0
25974,리얼 수박바,빙과,80,g,100,1,0,0
25975,리얼 유자요거트바,빙과,80,g,125,1,0,0
25976,리얼 키위요거트바,빙과,80,g,125,1,0,0
25977,리얼민트초코바,빙과,90,g,285,4,0,0
25978,팥 아이스캔디,샤베트,65,g,105,1,0,0
25979,핑크퐁 젤리스틱,젤리,18.8,g,20,0,0,0
25980,몽키바나나 아이스캔디,샤베트,65,g,90,1,0,0
25981,딸기 아이스캔디,샤베트,65,g,98,1,0,0
25982,초코 아이스캔디,샤베트,65,g,145,3,0,0
25983,메론 아이스캔디,샤베트,65,g,115,2,0,0
25984,파인깔라만시 아이스캔디,빙과,65,g,80,0,0,0
25985,OEAU생수,기타가공품,450,mL,0,0,0,0
25986,ICE AGE(아이스 에이지) 500ml,기타가공품,500,mL,0,0,0,0
25987,아침&딸기 우유 200㎖,가공유,200,mL,135,5,0,0
25988,아침&후레쉬 저지방우유 200㎖,우유,200,mL,85,6,0,0
25989,아침&후레쉬 저지방우유 900㎖,우유,200,mL,85,6,0,0
25990,SoyU(쏘유) 플레인,가공두유,190,mL,115,6,0,0
25991,데일리주스 포도,과/채주스,200,mL,120,1,0,0
25992,데일리주스 자몽,과/채주스,200,mL,90,1,0,0
25993,나츄나츄허니과즙(복숭아&망고),과/채음료,200,mL,130,0,0,0
25994,나츄나츄허니과즙(파인애플&오렌지),과/채음료,200,mL,125,1,0,0
25995,보툰블록 마이멜로디(사과),과/채음료,200,mL,110,0,0,0
25996,보툰블록 구데타마(트로피칼),과/채음료,200,mL,110,1,0,0
25997,CLA우유(밀크플러스)200ml,우유,200,mL,120,6,0,0
25998,요거트플러스 플레인,발효유,200,mL,172,4,0,0
25999,요거트플러스 딸기,발효유,200,mL,181,4,0,0
26000,설목장 유기농 우유(200ml),우유,200,mL,120,6,0,0
26001,雪목장 유기농 요거트(450ml),발효유,150,mL,118,5,0,0
26002,제주 녹차라떼,액상차,250,mL,165,4,0,0
26003,꿀담은 거제유자,액상차,200,mL,135,0,0,0
26004,Cheeky 복숭아티,액상차,350,mL,140,0,0,0
26005,향기로운 오후의 카모마일,액상차,360,mL,0,0,0,0
26006,편안한 오후의 루이보스,액상차,360,mL,0,0,0,0
26007,오스파클링 라임,탄산음료,310,mL,0,0,0,0
26008,보틀그린(석류&엘더플라워),탄산음료,275,mL,83,0,0,0
26009,시칠리아스파클링 (석류),탄산음료,275,mL,128,0,0,0
26010,시칠리아스파클링 (오리엔탈),탄산음료,275,mL,132,0,0,0
26011,공룡메카드 오렌지 (PET),혼합음료,220,mL,74,0,0,0
26012,공룡메카드 사과 (치어팩),혼합음료,100,mL,32,0,0,0
26013,보툰브라운(망고&파인),과/채음료,200,mL,100,0,0,0
26014,보툰코니(복숭아),과/채음료,200,mL,100,0,0,0
26015,공룡메카드 오렌지 (치어팩),혼합음료,10,mL,32,0,0,0
26016,스파클링 피치,탄산음료,150,g,91.8,0,0,0
26017,롤리팝캔디(파핑블루핑크),사탕,60,g,232,0,0,0
26018,코카콜라,탄산음료,288,mL,654.32,33.44,0,0
26019,코카콜라(캔),탄산음료,200,mL,92,0,0,0
26020,펩시콜라,탄산음료,250,mL,112,0,0,0
26021,스프라이트,탄산음료,200,mL,90,0,0,0
26022,칠성사이다,탄산음료,200,mL,96,0,0,0
26023,오렌지 주스,과/채주스,175,mL,64,1,0,0
26024,생수,기타가공품,500,mL,0,0,0,0
26025,코카콜라(L),탄산음료,538,mL,215,0,0,0
26026,코카콜라(R),탄산음료,376,mL,150,0,0,0
26027,코카콜라 제로(L),탄산음료,538,mL,0,0,0,0
26028,코카콜라 제로(R),탄산음료,376,mL,0,0,0,0
26029,스프라이트(L),탄산음료,538,mL,237,0,0,0
26030,스프라이트(R),탄산음료,376,mL,165,0,0,0
26031,환타 오렌지(L),탄산음료,538,mL,269,0,0,0
26032,환타 오렌지(R),탄산음료,376,mL,188,0,0,0
26033,미닛메이드 오렌지(350ml PET),과/채음료,350,mL,172,0,0,0
26034,펩시콜라(200ml),탄산음료,200,mL,110,0,0,0
26035,콜라(M),탄산음료,300,mL,121,0,0,0
26036,콜라(L),탄산음료,500,mL,202,0,0,0
26037,오렌지쥬스,과/채주스,250,mL,132,2,0,0
26038,스위트칠리소스,소스,40,g,90,0,0,0
26039,허니머스타드드레싱,소스,9,g,25,0,0,0
26040,케첩,토마토케첩,9,g,10,0,0,0
26041,딸기잼,잼,12,g,27,0,0,0
26042,버터후레시,가공버터,10,g,72,0,0,0
26043,살사소스,소스,10,g,9,0,0,0
26044,콜라(M),탄산음료,348,mL,160,0,0,0
26045,콜라-제로(M),탄산음료,348,mL,0,0,0,0
26046,환타 오렌지(M),탄산음료,348,mL,153,0,0,0
26047,환타 포도(M),탄산음료,348,mL,111,0,0,0
26048,환타 파인애플(M),탄산음료,348,mL,153,0,0,0
26049,스프라이트(M),탄산음료,348,mL,167,0,0,0
26050,콜라(L),탄산음료,522,mL,240,0,0,0
26051,콜라-제로(L),탄산음료,522,mL,0,0,0,0
26052,환타 오렌지(L),탄산음료,522,mL,230,0,0,0
26053,환타 포도(L),탄산음료,522,mL,167,0,0,0
26054,환타 파인애플(L),탄산음료,522,mL,230,0,0,0
26055,스프라이트(L),탄산음료,522,mL,251,0,0,0
26056,캔콜라245ml,탄산음료,245,mL,113,0,0,0
26057,페트콜라500ml,탄산음료,500,mL,230,0,0,0
26058,미닛메이드포도,과/채음료,200,mL,120,0,0,0
26059,미닛메이드쿠우오렌지,과/채음료,300,mL,72,0,0,0
26060,마테차,액상차,500,mL,0,0,0,0
26061,생수,기타가공품,500,mL,0,0,0,0
26062,오렌지주스,과/채주스,290,mL,276,0,0,0
26063,스위트칠리소스,소스,85,g,136,0,0,0
26064,파인요거트소스,소스,85,g,273,1,0,0
26065,리얼갈릭소스,소스,85,g,524,1,0,0
26066,콜라,탄산음료,250,mL,110,0,0,0
26067,맵고마소스,소스,60,g,183,2,0,0
26068,양념소스,소스,85,g,247,2,0,0
26069,파인애플&레몬 아이스바,빙과,80,mL,75,1,0,0
26070,숲의 요정 페어리루 음료 (사과당근),과/채음료,100,mL,30,0,0,0
26071,뚜레쥬르가 만든 검은콩참깨 두유,가공두유,200,mL,155,7,0,0
26072,뚜레쥬르가 만든 유기농 오렌지주스,과/채주스,210,mL,104,1,0,0
26073,뚜레쥬르가 만든 유기농 포도주스,과/채주스,210,mL,104,1,0,0
26074,뚜레쥬르가 만든 유기농 토마토주스,과/채주스,210,mL,112,2,0,0
26075,뚜레쥬르가 만든 신선한우유(200ml),우유,200,mL,140,6,0,0
26076,뚜레쥬르가 만든 신선한우유(500ml),우유,200,mL,140,6,0,0
26077,뚜레쥬르가 만든 신선한우유(1000ml),우유,200,mL,140,6,0,0
26078,뚜레쥬르가 만든 신선한 딸기우유,가공유,200,mL,125,3.8,0,0
26079,뚜레쥬르가 만든 신선한 초코우유,가공유,200,mL,120,4.2,0,0
26080,뚜레쥬르가 만든 신선한저지방우유,우유,200,mL,80,6,0,0
26081,탑클래식(사과)375ml,탄산음료,125,mL,65,0,0,0
26082,탑클래식(사과)750ml,탄산음료,125,mL,65,0,0,0
26083,탑클래식(포도)375ml,탄산음료,125,mL,65,0,0,0
26084,탑클래식(포도)750ml,탄산음료,125,mL,65,0,0,0
26085,구미베어 구미젤리,젤리,90,g,295,4,0,0
26086,미니믹스 구미젤리,젤리,90,g,295,4,0,0
26087,비타민C 자몽젤리,젤리,80,g,275,3,0,0
26088,숲의 요정 페어리루 솜사탕 (딸기향),기타캔디류,12,g,48,0,0,0
26089,숲의 요정 페어리루 솜사탕 (포도향),기타캔디류,12,g,48,0,0,0
26090,뚜레쥬르가 만든 딸기잼 120g,잼,20,g,55,0,0,0
26091,뚜레쥬르가 만든 딸기잼 320g,잼,20,g,55,0,0,0
26092,뚜레쥬르가 만든 복숭아잼,잼,20,g,51,0,0,0
26093,뚜레쥬르가 만든 애플시나몬잼,잼,20,g,50,0,0,0
26094,뚜레쥬르가 만든 베리믹스잼,잼,20,g,53,0,0,0
26095,뚜레쥬르가 만든 블루베리잼,잼,20,g,48,0,0,0
26096,버릴스 초콜릿(종합),초콜릿,100,g,550,8,0,0
26097,버릴스 초콜릿(아몬드),초콜릿가공품,100,g,553,13,0,0
26098,티라미슈 아몬드 초콜릿 (화이트),화이트초콜릿,30,g,172,3,0,0
26099,티라미슈 아몬드 초콜릿 (밀크),밀크초콜릿,30,g,176,4,0,0
26100,웨더스 오리지날 카라멜,캐러멜,12,g,52.2,0.44,0,0
26101,웨더스 오리지날 캔디,사탕,10,g,41,0,0,0
26102,캐빈디쉬 병캔디(300g),사탕,13,g,50,0,0,0
26103,캐빈디쉬 병캔디(966g),사탕,13,g,50,0,0,0
26104,캐빈디쉬 캔캔디(종합과일),사탕,11,g,44,0,0,0
26105,소프트 초콜릿(밀크),밀크초콜릿,103,g,601,8,0,0
26106,소프트 초콜릿(다크),초콜릿,103,g,591,8,0,0
26107,어솔티드 비타민 C 젤리빈,젤리,80,g,288,0,0,0
26108,초코 크리스피바,초콜릿가공품,36,g,188,2,0,0
26109,초코찰떡파이 검은깨,초콜릿가공품,31,g,116,0.8,0,0
26110,딸기 아이스캔디,아이스밀크,70,mL,125,1,0,0
26111,초코 아이스캔디,아이스밀크,70,mL,145,2,0,0
26112,멜론 아이스캔디,아이스밀크,70,mL,120,1,0,0
26113,밀크 아이스캔디,아이스밀크,70,mL,120,2,0,0
26114,요거트 아이스캔디,아이스밀크,70,mL,120,3,0,0
26115,팥 아이스캔디,아이스밀크,70,mL,115,4,0,0
26116,커피 아이스캔디,아이스밀크,70,mL,140,1,0,0
26117,망고피치 소르베,과/채가공품,85,g,59,0.3,0,0
26118,후르츠믹스 소르베,과/채가공품,85,g,96,0,0,0
26119,"터닝메카드음료(사과&배,홍삼)",과/채음료,220,g,120,0,0,0
26120,"터닝메카드음료(블루베리&포도,홍삼)",과/채음료,220,g,112,0,0,0
26121,다이노 월드,기타빵류,624,g,346,4,0,0
26122,터닝메카드R 음료 (블루베리),과/채음료,100,g,30,0,0,0
26123,터닝메카드R 음료 (배),과/채음료,100,g,30,0,0,0
26124,터닝메카드R 젤리 스트로우,과/채음료,19.3,g,20,0,0,0
26125,출격! 터닝메카드 R,과/채음료,100,g,340,6,0,0
26126,에반과 테로의 배틀,기타빵류,100,g,351,5,0,0
26127,네이처엠 웰바이츠 견과,땅콩 또는 견과류가공품,20,g,110,4,7,8
26128,닥터넛츠 오리지널뉴,땅콩 또는 견과류가공품,28,g,175,5,15,6
26129,닥터넛츠 프리미엄 골드,땅콩 또는 견과류가공품,28,g,175,6,13,8
26130,모두에견과,땅콩 또는 견과류가공품,20,g,165,5,14,5
26131,미스터너트 NO.7,땅콩 또는 견과류가공품,20,g,103.12,3.36,5.85,9.27
26132,미스터너트 레드,땅콩 또는 견과류가공품,20,g,101.9,3,5.5,10.1
26133,미스터너트 블루,땅콩 또는 견과류가공품,25,g,126.3,4.4,6.6,12.2
26134,오'넛츠,땅콩 또는 견과류가공품,20,g,104,3,6,10
26135,오직견과,땅콩 또는 견과류가공품,20,g,126,4,10,5
26136,운동에견과,땅콩 또는 견과류가공품,25,g,162,5,13,5
26137,파란하루E,땅콩 또는 견과류가공품,20,g,125,4,10,5
26138,퓨어넛츠,땅콩 또는 견과류가공품,20,g,120,3,9,5
26139,하루에견과,땅콩 또는 견과류가공품,25,g,139,3,10,9
26140,목우촌 생생사골곰탕,즉석조리식품,480,g,69,5,5,2
26141,새우완자탕,즉석조리식품,180,g,67,7,0.7,8
26142,종가반상 한우곰탕,즉석조리식품,300,g,55,5,3.8,0
26143,매생이탕,즉석조리식품,180,g,56,1,0.7,11
26144,오 프라이스 고기곰탕,즉석조리식품,500,g,174,18,4.9,14
26145,깊고진한느린사골곰탕,즉석조리식품,600,g,180,26,8,0
26146,목우촌 생생고기곰탕,즉석조리식품,480,g,157,16,5,12
26147,황제갈비탕,즉석조리식품,850,g,382,16,31,8.5
26148,바로양지차돌곰탕,즉석조리식품,12,g,45,3,1.3,5
26149,흑미들깨삼계탕,즉석조리식품,1,g,1134,99,54,63
26150,우건탕,즉석조리식품,100,g,160,18,10,0
26151,신선도원 남원추어탕,즉석조리식품,350,g,129.5,3,2,2
26152,부산집 추어탕,즉석조리식품,100,g,35,3,1.2,3
26153,해물탕,즉석조리식품,180,g,74,8,0.6,9
26154,진버섯들깨탕,즉석조리식품,500,g,280,21,0.7,47
26155,따숨소머리곰탕,즉석조리식품,600,g,200,23,8,10
26156,HEARTY SPOON 사골곰탕,즉석조리식품,500,g,30,4,1.5,0
26157,이가네 황태곰탕,즉석조리식품,600,g,48,6,1,6
26158,마더스스푼 진국설렁탕,즉석조리식품,100,g,26.87,1.69,1.23,2.26
26159,늘품은 사골곰탕,즉석조리식품,600,g,40,4,1.7,1
26160,오프라이스 사골곰탕,즉석조리식품,500,g,25,5,0.6,0
26161,REAL PRICE 사골곰탕,즉석조리식품,500,g,25,4,1,1
26162,소갈비탕,즉석조리식품,600,g,297.8,23,22,2.4
26163,갈비탕,즉석조리식품,600,g,297.8,23,22,2.4
26164,들깨버섯탕,즉석조리식품,500,g,280,14,1.3,53
26165,소들녘 진眞갈비탕,즉석조리식품,800,g,180,21,5,12
26166,버섯들깨탕,즉석조리식품,100,g,68.6,2.13,2.76,9.4
26167,상황 추어탕,즉석조리식품,400,g,95,8,4,7
26168,설렁탕,즉석조리식품,600,g,281,18.3,7.44,35.1
26169,오 프라이스 설렁탕,즉석조리식품,500,g,115,17,5,0
26170,우리쌀누룽지설렁탕,즉석조리식품,74,g,277,5,2.3,59
26171,콩되비지탕,즉석조리식품,600,g,408,21.9,16.62,42.72
26172,내장탕,즉석조리식품,600,g,260,14,17,12
26173,장순필가마솥순대탕,즉석조리식품,100,g,55,3,3.2,3
26174,옛날 꼬리곰탕,즉석조리식품,500,g,120,19,4.9,0
26175,전주연의 독계탕,즉석조리식품,500,g,325,17,6,51
26176,황칠추어탕,즉석조리식품,500,g,131,9.65,4.65,12.55
26177,설렁탕,즉석조리식품,600,g,255,13,13,2.7
26178,서원 곱도리탕,즉석조리식품,100,g,125,11,6,8
26179,갈비탕,즉석조리식품,600,g,665,18,63,7
26180,소들녘 갈비탕,즉석조리식품,100,g,35,5,0.8,2
26181,신선한 매생이탕,즉석조리식품,500,g,55,3,1.3,8
26182,미당 뼈없는 감자탕,즉석조리식품,430,g,300,30,10,22
26183,감자탕,즉석조리식품,430,g,300,30,10,22
26184,뼈없는 감자탕,즉석조리식품,430,g,300,30,10,22
26185,함평 민물 장어탕,즉석조리식품,250,g,113,7,5,11
26186,풍년가 갈비탕,즉석조리식품,700,g,381,33,23,0
26187,미당 민물 장어탕,즉석조리식품,430,g,170,12,3.7,23
26188,장어탕,즉석조리식품,430,g,170,12,3.7,23
26189,건강한 장어탕,즉석조리식품,500,g,200,14,4.3,26
26190,진하고구수한경상도 추어탕,즉석조리식품,100,g,15,1,0,1
26191,시집가는마콩비지탕,즉석조리식품,500,g,246,15.2,15.8,23.2
26192,맛들 정담우리 갈비탕,즉석조리식품,500,g,149,20.7,7.35,0
26193,비건 무청시래기탕,즉석조리식품,230,g,80,6,4.4,4
26194,왕갈비탕,즉석조리식품,800,g,720,54,55,3.2
26195,동트는농가 콩탕,즉석조리식품,100,g,107,10.2,4.2,7.1
26196,누룽지곰탕,즉석조리식품,75,g,281,6,2,61
26197,누룽지반계탕,즉석조리식품,630,g,580,50,13,66
26198,황태탕,즉석조리식품,500,g,95,16,1.6,5
26199,시원한 황태탕,즉석조리식품,500,g,95,16,1.6,5
26200,따숨 우거지갈비탕,즉석조리식품,600,g,115,19,4.2,1
26201,수갈비탕,즉석조리식품,700,g,635,25,60,0
26202,왕갈비탕,즉석조리식품,700,g,635,25,60,0
26203,정옥 추어탕,즉석조리식품,100,g,42,2,2,3
26204,프리미엄토종 추어탕,즉석조리식품,500,g,211,12,12,14
26205,활미꾸라지로 맛을낸 남원추어탕,즉석조리식품,100,g,33,2.9,1.3,2.4
26206,오케이쿡 우거지 감자탕,즉석조리식품,800,g,575,40,22,54
26207,마더스 스푼 소내장탕,즉석조리식품,600,g,145,16,2,16
26208,남원엔미꾸리추어탕,즉석조리식품,100,g,37,3,2,2
26209,대복 추어탕,즉석조리식품,500,g,190,14,3.1,26
26210,비비고 설렁탕,즉석조리식품,500,g,80,9,4.8,0
26211,비비고 사골곰탕,즉석조리식품,500,g,30,3,1.8,0
26212,중화 누룽지탕,즉석조리식품,190,g,350,7,8,62
